Alphabets,Colors,Digits,Arithmetic,Shapes,Objects,Emotions,Sound,Communication,Actions,Recommended Lessons
8.95,3,0,3,0.39,2,5.24,5.59,1,6.25, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
6.45,0.47,7.37,7,10,7,5,6.74,0,7.58, Colors Emotions Communication
0,8.43,8,8.69,8,2.19,1.04,0.89,8.04,1.65,Alphabets Objects Emotions Sound Actions
0.91,0,3.25,2.84,2,7.97,4,4,3,7.3,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication
4.75,4.7,0.99,0,0.78,7.74,2.57,3.09,4.9,0.58,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
0.01,5,3.64,0,9,1.05,4.92,2.79,0.01,1.93,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
2,6.77,7,1,9.7,4.51,2.32,0,1.08,2,Alphabets Arithmetic Objects Emotions Sound Communication Actions
4,5.46,1.8,9,5,0,3.14,6.58,2.44,0,Alphabets Colors Digits Shapes Objects Emotions Communication Actions
4,4,7.75,3.56,1.58,4,5.45,1.66,7,0,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
2.41,6.58,4.84,8.33,6.09,3.97,4,2.01,1.35,2,Alphabets Digits Objects Emotions Sound Communication Actions
8.24,3,6,3,3.98,8,0,5.22,6.66,6, Colors Arithmetic Shapes Emotions Sound
3.89,1,7.13,0.87,1.45,8.73,4.11,9.84,1,9.73,Alphabets Colors Arithmetic Shapes Emotions Communication
4.83,5.19,8,6,3.04,8.79,9.6,10,0,3.26,Alphabets Colors Shapes Communication Actions
3.51,0,5,5.57,3.09,2.76,6.27,0.84,10,1.64,Alphabets Colors Digits Arithmetic Shapes Objects Sound Actions
0.58,4.89,0.87,9,4.14,8,0,4,10,6,Alphabets Colors Digits Shapes Emotions Sound
0.26,2.83,4.74,5.1,3.28,6,4.16,4.65,6.94,8,Alphabets Colors Digits Arithmetic Shapes Emotions Sound
7.63,7,8.48,7,0,2.97,7.49,2.58,7,0.11, Shapes Objects Sound Actions
2,5.25,2,3,5.49,3.3,6.05,2.03,8.94,0,Alphabets Colors Digits Arithmetic Shapes Objects Sound Actions
7.96,0.35,2.15,1.34,5.91,0.26,0,0,2,1.99, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
3.68,5.75,5.06,9,0.85,5.01,4.92,4.05,4.84,6.99,Alphabets Colors Digits Shapes Objects Emotions Sound Communication
0.85,0.63,0,3,5.21,3,4.28,0,1,7.2,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
0,8,2.07,1.09,5.22,5.04,7.08,2.92,4.43,7.49,Alphabets Digits Arithmetic Shapes Objects Sound Communication
0,3.5,0,0.89,0.99,0,7.91,6.25,0,5,Alphabets Colors Digits Arithmetic Shapes Objects Communication Actions
7.47,4.39,0,4,2.06,3.45,2.16,0,9.32,3.83, Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
2.73,7.48,8.17,4.43,5,4.03,5,6,0,0,Alphabets Arithmetic Shapes Objects Emotions Communication Actions
3.62,7.12,0.21,6,4.82,6.89,2.23,3.05,0.79,10,Alphabets Digits Shapes Emotions Sound Communication
3.33,2,2.07,1.76,7.12,7.05,0,0,8,0,Alphabets Colors Digits Arithmetic Emotions Sound Actions
0.95,6.13,5,0.73,1.61,1.21,1.95,0,6,0,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Actions
6.25,4.81,3.99,9,5.51,6.65,0,4.95,4.2,1, Colors Digits Shapes Emotions Sound Communication Actions
7.31,6,4.52,5.34,4,0,1.51,4.44,9.02,1.22, Digits Arithmetic Shapes Objects Emotions Sound Actions
1,3.99,5.7,5,7.59,6.35,3.29,3,0.46,0,Alphabets Colors Digits Arithmetic Emotions Sound Communication Actions
2.75,8,6,0,2,5.84,9,0,1.25,5.97,Alphabets Arithmetic Shapes Objects Sound Communication Actions
6.43,0.58,7,0,0,6.88,6.82,1.73,5,7.74, Colors Arithmetic Shapes Sound Communication
6.69,0,1,5,1.95,0.48,0,3.84,7.11,6, Colors Digits Arithmetic Shapes Objects Emotions Sound
5.65,3,4.92,9,2,2.02,8.84,0,5.24,9.3,Alphabets Colors Digits Shapes Objects Sound Communication
1.83,3,0.27,2.97,10,7,10,6,6.51,4.89,Alphabets Colors Digits Arithmetic Actions
1.43,6.03,2,5.72,8,4,7.09,5.43,6.38,4,Alphabets Digits Arithmetic Objects Sound Actions
7.44,1.55,0,3.8,0.81,2.19,4.61,3.84,6.88,0, Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
5,1.38,0,0,8,7.2,3.04,5.99,8.52,5.03,Alphabets Colors Digits Arithmetic Emotions Sound Actions
0.26,3,4.22,5.01,5.7,0,6,8,0,6.02,Alphabets Colors Digits Arithmetic Shapes Objects Communication
6,1,0,0,9,1.55,3.8,6,5,2, Colors Digits Arithmetic Objects Emotions Communication Actions
4.24,1.02,8.88,6.13,1.67,3.75,0.12,10,2.94,6.9,Alphabets Colors Shapes Objects Emotions Communication
1.31,0.66,2,3.78,8.51,1.14,0,0,4.54,0,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
0,7.46,3.25,0,1.8,7.3,9.5,3.88,0,0,Alphabets Digits Arithmetic Shapes Sound Communication Actions
0.76,8.11,7.55,0,1,3.75,2,3,8.49,0,Alphabets Arithmetic Shapes Objects Emotions Sound Actions
0,2.62,7.02,6.56,0,8.49,2.01,6.23,8.46,1.74,Alphabets Colors Shapes Emotions Actions
5,0,0,0,0,4.93,0,0.23,5.43,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
2,4.11,6.25,2.73,1.09,5,2.98,9,0,0,Alphabets Colors Arithmetic Shapes Objects Emotions Communication Actions
1.02,6,6,6.92,0,4,0,3.5,0,6.11,Alphabets Shapes Objects Emotions Sound Communication
8.25,0,1.08,2.02,8.47,9.73,6.35,5.23,0,0, Colors Digits Arithmetic Sound Communication Actions
4.15,9,0,6,9.81,0,1.37,0,3.62,1.42,Alphabets Digits Objects Emotions Sound Communication Actions
2,5.81,8.32,3,3,4,0,1.04,0,7,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication
0,5.98,7.11,1.04,0,3.4,8.88,1.53,6.9,7,Alphabets Colors Arithmetic Shapes Objects Sound
4,8.65,9,8.11,0,5,3.64,6.52,2.21,0,Alphabets Shapes Objects Emotions Communication Actions
0.85,0,6.7,5,3,9,0.5,0,1.85,8,Alphabets Colors Arithmetic Shapes Emotions Sound Communication
5,4.14,5.15,6.74,1,2,0,5.85,4,5,Alphabets Colors Digits Shapes Objects Emotions Sound Communication Actions
2.09,6.74,9.74,6.26,7,0.45,6.87,1.17,5,0,Alphabets Objects Sound Communication Actions
0,6.65,7.51,2.7,0.11,0,1.03,4.85,7.55,0,Alphabets Arithmetic Shapes Objects Emotions Sound Actions
2,2.95,7.95,0,6.22,4,6.47,2.9,8.46,6.86,Alphabets Colors Arithmetic Objects Sound
1,6,0,9,0,0,1.94,5.09,9.58,10,Alphabets Digits Shapes Objects Emotions Sound
5,1,0,4.04,0,7.03,2,6.9,8.61,8,Alphabets Colors Digits Arithmetic Shapes Emotions
2.58,7.01,9,8.61,7.24,4,4.7,0,3.32,8,Alphabets Objects Emotions Sound Communication
7.9,0,10,0,5.52,4.51,7.47,0.75,1.95,7.64, Colors Arithmetic Shapes Objects Sound Communication
6.44,4,5.42,0,0,2.42,8,10,5.38,0.66, Colors Digits Arithmetic Shapes Objects Communication Actions
8.11,8.95,1.22,4.04,0,6,7.65,5,8,6.3, Digits Arithmetic Shapes Sound
1.69,0,7.81,0,2.49,0.91,1.83,5.02,3.95,5.62,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
0,9,0,8.45,4.85,2.02,7.43,1.98,6.42,4.29,Alphabets Digits Shapes Objects Sound Actions
3.97,4.33,5,3,4.72,10,8,4,8,2.47,Alphabets Colors Digits Arithmetic Shapes Sound Actions
3,3.83,0,0,0,0.48,9.3,4,6.85,1.16,Alphabets Colors Digits Arithmetic Shapes Objects Sound Actions
4,2.13,7.47,3.41,2.98,5.36,6.07,0.27,5.89,0,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
0.59,6.81,4.2,5.26,1.29,1,5,5.59,6.39,9.84,Alphabets Digits Arithmetic Shapes Objects Emotions Sound
4.24,3.82,4.89,7.78,0,1,0,7.79,4,2.69,Alphabets Colors Digits Shapes Objects Emotions Communication Actions
1.67,5,6.93,0,0,6.42,1.64,0,2.68,7.54,Alphabets Colors Arithmetic Shapes Emotions Sound Communication
6.33,4,2.28,7.74,10,0,4.69,0,5.71,2.3, Colors Digits Objects Emotions Sound Communication Actions
7,0,7,4.34,2.05,5,4.53,3.27,4.3,1.23, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
5.66,0,4.81,2.89,0,2.78,6.81,2,1.67,0,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication Actions
1.23,2.61,0,5.91,1.81,7.6,3.97,0.99,7.95,1.18,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
1,3.93,0.39,9,10,9.49,0,7.13,2,1.67,Alphabets Colors Digits Emotions Communication Actions
5.55,0,4,3.07,9,2,6,0,8.25,2.3,Alphabets Colors Digits Arithmetic Objects Sound Actions
0,0,0.74,1,1.92,1,0,6,0.32,2.8,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
1.72,0,5.99,9,7.6,7.89,3,4.11,1.96,2.2,Alphabets Colors Digits Emotions Sound Communication Actions
8.55,1.43,0,10,0,4,6.5,7.64,6,4.28, Colors Digits Shapes Objects Actions
3.48,1.16,3.54,9,3.82,9.14,8,5.97,0,3.22,Alphabets Colors Digits Shapes Sound Communication Actions
5.3,7.14,2.15,5.57,4,5.49,5,0.32,7.27,1.13,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Actions
9,0,2.08,10,6.29,2.99,0,9.39,7,8.64, Colors Digits Objects Emotions
4,7.55,2,4.6,7.1,0,2.03,0,7.2,8.6,Alphabets Digits Arithmetic Objects Emotions Sound
3,3.93,0,8.31,0,7,3,4.34,1,6.48,Alphabets Colors Digits Shapes Emotions Sound Communication
0,3.8,4.67,4.46,0.27,7,1.28,0,6.78,7.84,Alphabets Colors Digits Arithmetic Shapes Emotions Sound
0,0,0,6.83,3.91,5.9,0,9,6.58,2.71,Alphabets Colors Digits Shapes Objects Emotions Actions
0,0,3.59,2,0,1.04,2,5.63,2,2.29,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
8.14,8,7.15,2.92,0,5,2.14,0,9,3.09, Arithmetic Shapes Objects Emotions Sound Actions
3.9,0,5.98,1.94,5,2.03,4.69,0,8.62,0.86,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
1,0,0,6,9,4,2.07,0,7.39,8.08,Alphabets Colors Digits Objects Emotions Sound
4.68,0,7.56,1,9.46,0.11,7,0,7.13,4.23,Alphabets Colors Arithmetic Objects Sound Actions
8.42,7.32,0,0,4.14,5.09,0,0,2.95,0, Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
4.32,0,7.87,7,3,1.59,10,2.03,8.82,8,Alphabets Colors Shapes Objects Sound
0,7,8,0.96,1.35,2.92,3.73,0,3,6.87,Alphabets Arithmetic Shapes Objects Emotions Sound Communication
8.94,0.89,3,0,7.39,0.15,6.82,7,6,2.44, Colors Digits Arithmetic Objects Actions
0,2.84,7.45,2.76,0,6,7,0,5.92,2,Alphabets Colors Arithmetic Shapes Sound Communication Actions
3,1.81,3.64,8.89,10,0,5.03,9,0,7.36,Alphabets Colors Digits Objects Emotions Communication
9,7.04,1.82,0.42,8.24,1.36,1.65,0,6.67,9, Digits Arithmetic Objects Emotions Sound
2.17,1,3.63,7.23,8,5.67,7,2.08,0,10,Alphabets Colors Digits Objects Sound Communication
7.5,8.6,8.97,0,7.01,8.38,4.46,9,3.15,7, Arithmetic Emotions Communication
0,2.07,1,4.81,4.1,5.99,3.01,10,8.36,5.96,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Actions
6.65,9.29,9,9,4.89,7.99,0,5,0,2.4, Shapes Emotions Sound Communication Actions
7.96,5,5.43,0.33,2,8.88,6.38,5.44,0,9.13, Colors Digits Arithmetic Shapes Sound Communication
8,7.93,9,9.81,0,10,1.89,7.7,2.57,4.21, Shapes Emotions Communication Actions
1.64,2.65,7,2,2,3,5.74,0,3.14,0,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
0,1.5,9.2,9,7.96,0.31,7,3,0,3.11,Alphabets Colors Objects Sound Communication Actions
0,0.44,1.95,1.21,6,7,0,1.45,4.56,2.26,Alphabets Colors Digits Arithmetic Emotions Sound Communication Actions
7.76,2,7,5,1.43,0,2.76,1.96,4.16,2, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
0.9,5.83,3.66,8.37,1,7,2.56,8,7,3,Alphabets Colors Digits Shapes Emotions Actions
5.92,3,2,0.78,4.46,1.58,10,4.47,3.38,9,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication
1.95,1.87,1,5,6.5,6.98,2.29,3,7.05,4,Alphabets Colors Digits Arithmetic Emotions Sound Actions
0.48,8.54,8.99,6.19,0.33,6.38,8.08,1,9.6,0,Alphabets Shapes Sound Actions
2.64,0,3.85,3.65,6.88,1.89,0,5.17,9,0.04,Alphabets Colors Digits Arithmetic Objects Emotions Sound Actions
0,1,5.07,9.54,1.79,4.42,6.82,9,0,1,Alphabets Colors Digits Shapes Objects Communication Actions
4.46,1.57,6,7,6.42,8,1.18,8,9.51,4,Alphabets Colors Emotions Actions
1,2.71,3.83,9,0,4.27,0.08,0,2.92,1.49,Alphabets Colors Digits Shapes Objects Emotions Sound Communication Actions
1.76,7.68,8.95,1,2.37,8.52,8.4,1.38,7.57,0,Alphabets Arithmetic Shapes Sound Actions
0,0,6,6.77,4.17,1.91,0,1,8.58,0,Alphabets Colors Shapes Objects Emotions Sound Actions
0,2.67,0,3.05,4.81,4,7.34,4.27,1.93,7.55,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication
2.5,6.11,4.06,2,5.23,3.99,3,1.44,0.65,6.33,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication
2.11,0.58,7,0,1.96,0,3.64,5,0,5.96,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
1.3,6.81,0,6.56,1.74,0.28,3.13,0,7.9,0,Alphabets Digits Shapes Objects Emotions Sound Actions
2,4.72,2.78,4.73,8,5.59,6.69,5.14,1,5,Alphabets Colors Digits Arithmetic Objects Sound Communication Actions
9.36,1.92,5.77,7,1.64,8,1.88,7.66,1.86,10, Colors Digits Shapes Emotions Communication
2,5.13,0.9,8,2,0,2.85,0,0,8.17,Alphabets Colors Digits Shapes Objects Emotions Sound Communication
0,5,1.88,4.83,6.86,2.28,0.99,0.41,0,6.82,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
8,6,10,6,6.64,6.83,3,2.6,6,2, Emotions Sound Actions
5,0.15,7.51,0.54,5.84,9,0.04,8,7.98,7.6,Alphabets Colors Arithmetic Shapes Emotions
0,1.86,1.51,1.78,1,0.14,0,1.16,3.61,6.23,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
7,2.64,6.07,6.61,2.26,6,4.92,8.64,5,8, Colors Shapes Emotions Communication
0,9.23,0,6.24,4.62,1.26,5.68,3,5.05,3.7,Alphabets Digits Shapes Objects Emotions Sound Communication Actions
0.71,3,4.39,2.9,4.58,10,0.94,1.98,1,3.37,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
6.42,1,9,8,6.47,0,1.18,3.83,7.69,0, Colors Objects Emotions Sound Actions
7.31,6,2,0,3.71,6.06,5,8.75,9.9,2.86, Digits Arithmetic Shapes Emotions Actions
3.93,6.59,5,0,5.35,4.54,0.47,7.37,9,2.48,Alphabets Digits Arithmetic Shapes Objects Emotions Actions
0,4.97,0,1.81,4.34,10,6,5.6,5.83,5.24,Alphabets Colors Digits Arithmetic Shapes Sound Communication Actions
5.28,8.56,3,3,0.48,3.64,0,0,0,7,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication
3.52,5.78,3.12,5,0,10,0.69,2.98,0,4.76,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
0.56,0,8,2.48,4.31,5.16,5.04,9,6.05,10,Alphabets Colors Arithmetic Shapes Objects Emotions
6.47,9,0.1,5.8,0,0.97,5.9,0,2.18,2.18, Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
0.25,3,7.61,1.9,4,7.38,5.33,0.34,0,2,Alphabets Colors Arithmetic Shapes Emotions Sound Communication Actions
0.1,9,0.63,0,7.87,9,6.81,8,4,0.39,Alphabets Digits Arithmetic Communication Actions
7.64,8.22,4.73,2.54,6,5.7,7.35,10,6.08,0, Digits Arithmetic Objects Actions
7.47,0,6,4,0,0.46,3.09,0,0.89,3.78, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
8,0,0,6,5.79,0,7.9,0.35,4.33,0, Colors Digits Shapes Objects Sound Communication Actions
5,0.26,2,7.59,1.15,7,3,0.95,3.44,10,Alphabets Colors Digits Shapes Emotions Sound Communication
1.89,8,4.5,2.85,1.51,8,5.22,5.91,1.39,10,Alphabets Digits Arithmetic Shapes Emotions Sound Communication
0,4,5,4,0,0,4.21,2,1.27,6.85,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
0,0,0,3.47,4.72,8,7.28,7,0,5.16,Alphabets Colors Digits Arithmetic Shapes Communication Actions
5,0,4,10,1.9,1.92,7.08,1.46,0,0,Alphabets Colors Digits Shapes Objects Sound Communication Actions
1.94,6,1,2,8.91,6,4.21,0,10,4,Alphabets Digits Arithmetic Emotions Sound Actions
8,2,9,1.94,4.14,5,10,4.53,0,8.82, Colors Arithmetic Shapes Objects Sound Communication
5.62,6,9,0,2.52,0.47,9,0,1.02,7.38,Alphabets Arithmetic Shapes Objects Sound Communication
2.4,9.73,8.41,0.45,5,7.6,4.56,2.77,6,1.83,Alphabets Arithmetic Shapes Emotions Sound Actions
2.59,2.43,10,6.14,0,6.92,1.74,3.32,3.48,5.54,Alphabets Colors Shapes Emotions Sound Communication Actions
4.87,0,0,6,6.2,2,0,2,4.79,6,Alphabets Colors Digits Objects Emotions Sound Communication
0,1.33,3.21,3.64,0,4.16,0.81,6.14,4.16,6.92,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication
1,9,0,6.21,0,8.6,8,7.84,2,8.05,Alphabets Digits Shapes Communication
5,7.65,5,4,0,9.23,0,0,5.55,0,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
4.14,0,0,8.76,7,6,0,0.67,2.59,4.9,Alphabets Colors Digits Emotions Sound Communication Actions
5,2.8,4.55,8,5,1.95,2.96,0,10,0,Alphabets Colors Digits Shapes Objects Emotions Sound Actions
2,1.12,5.95,4,7.9,0,0,3,2,6.24,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
1.4,1.23,6.12,4,9,1.91,0.75,5.8,2.51,7.01,Alphabets Colors Arithmetic Objects Emotions Sound Communication
0.62,4.1,2,5,5.9,3,3.19,0,3.99,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
1,0,0,3,5,7.47,5,4,0,4.9,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
8.04,5.95,3.44,2,4.56,0,5,6.18,3.99,8, Colors Digits Arithmetic Shapes Objects Emotions Communication
1,2.96,3.97,0,10,8,3.79,2.68,6.89,9.73,Alphabets Colors Digits Arithmetic Emotions Sound
2.94,2,0.19,0.63,9.1,0.31,5.05,2.14,1.51,6,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
4.96,3.8,0,6.26,1,2,7.55,8,9,6.46,Alphabets Colors Digits Shapes Objects
5.21,2,1,5,1.9,10,8,6.06,0.96,0.19,Alphabets Colors Digits Arithmetic Shapes Communication Actions
2.97,7,3.08,0,6.76,2.95,8,5.92,6,1,Alphabets Digits Arithmetic Objects Sound Actions
7,0,0,3.56,0.4,4.65,5.56,3.49,2.28,0, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
2,1,8.65,1.04,10,5.33,2.94,2,6.44,1,Alphabets Colors Arithmetic Objects Emotions Sound Actions
0.64,2,3,1,4.6,1.36,5.47,4.85,8.24,7,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound
1,0.83,0,4.9,2,7.31,3,7.26,8,0,Alphabets Colors Digits Arithmetic Shapes Emotions Actions
0,3.97,10,4.67,5.07,1.87,7.33,5.01,5,4.99,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
6,0.61,1.55,1.67,7,0.68,0,7.36,3,0.5, Colors Digits Arithmetic Objects Emotions Communication Actions
4,0,5.48,7.69,5.78,0,0,0,4,7,Alphabets Colors Digits Shapes Objects Emotions Sound Communication
0,0,5,10,3.56,8.36,7.22,9,5.44,3,Alphabets Colors Digits Shapes Communication Actions
9.43,9.2,8,7.66,2.96,0.51,9.14,0,2.8,6.43, Shapes Objects Sound Communication
2,3.64,1.83,4.4,5.6,8.26,7,1.61,6,6.68,Alphabets Colors Digits Arithmetic Shapes Sound
1.24,5,2.92,7.79,0.38,0,3,0.91,9.65,0,Alphabets Colors Digits Shapes Objects Emotions Sound Actions
2,2,0,3.92,2.67,0,3.1,1,3.87,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
2.35,8,2.41,3.91,2.14,7,7.86,2,5.65,1.42,Alphabets Digits Arithmetic Shapes Sound Communication Actions
6.28,7,0,3,1,6.23,6.33,10,4.58,4.89, Digits Arithmetic Shapes Communication Actions
0,6.96,5.11,8.92,8.84,3,0,6.26,1.98,3.94,Alphabets Digits Objects Emotions Communication Actions
7.42,4.79,7.45,6,4,2,6.29,1,5,1, Colors Shapes Objects Sound Communication Actions
3.72,2.86,0.76,1,7,7,0,6.99,4,5.25,Alphabets Colors Digits Arithmetic Emotions Communication Actions
1.09,0,4.48,0,0.19,0,3.61,3,3.28,8,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
3,4.94,7,1.57,9.67,9.06,4.73,6.87,9,0,Alphabets Colors Arithmetic Emotions Actions
6,6.6,6.04,8.48,2.44,3,7.37,5.92,1,8.46, Shapes Objects Sound Communication
4.07,2.49,6.71,0,0,10,0,0,9.82,1.14,Alphabets Colors Arithmetic Shapes Emotions Sound Actions
9,6,0.02,8,0,6,0.05,4.69,4.04,2.94, Digits Shapes Emotions Sound Communication Actions
2.45,9.78,7.31,5.68,6,7.08,5.48,4,5,7.16,Alphabets Arithmetic Emotions Sound Communication
5.95,4.55,3,7.88,0.43,0.13,8,5.69,0,0,Alphabets Colors Digits Shapes Objects Sound Communication Actions
0,0,3.55,2.27,3.65,4,0,7.24,5.98,5.92,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
4.89,9,2.7,4.48,3.78,3.3,0,1.29,4,3.08,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
4.11,3.64,0,6.59,4.42,0,1,6,3.39,2.51,Alphabets Colors Digits Shapes Objects Emotions Communication Actions
3,8.89,0,0.91,4.99,1,9,0,6.84,0,Alphabets Digits Arithmetic Shapes Objects Sound Actions
0,0,0,0,0,8.98,10,10,2.46,0,Alphabets Colors Digits Arithmetic Shapes Communication Actions
8.07,0,1,3.06,5,8.93,2.71,6,7.31,6.26, Colors Digits Arithmetic Shapes Emotions
1.04,1.92,8.95,3,5.09,0,2.12,6,4,0.79,Alphabets Colors Arithmetic Shapes Objects Emotions Communication Actions
6.04,9,2.56,6,3.12,1,7.01,1,2,9, Digits Shapes Objects Sound Communication
2,0,0,0.97,6,4.27,6.82,1.59,0.92,0,Alphabets Colors Digits Arithmetic Objects Sound Communication Actions
6.05,1.92,4.42,8.15,0,0,8.61,1.33,5.01,1.48, Colors Digits Shapes Objects Sound Communication Actions
2.74,1.43,3,7.23,0,6.78,5.91,0,2.04,8.28,Alphabets Colors Digits Shapes Emotions Sound Communication
2.07,4.14,4.05,0.78,8.09,5.32,1.24,0,3.71,1.33,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
5.87,8.52,2.67,1.86,3.39,7,1.43,5.05,0,9.03,Alphabets Digits Arithmetic Shapes Emotions Sound Communication
6.03,2.45,0,9,0,0,10,1,5.03,0, Colors Digits Shapes Objects Sound Communication Actions
4.45,1.18,8.6,6,4,6.05,3.74,9,3.59,1,Alphabets Colors Shapes Emotions Communication Actions
3.74,7.7,5.83,3.4,5.82,7.93,6.94,7.45,0,6.99,Alphabets Digits Arithmetic Shapes Communication
5.25,0.03,9.08,7.5,4.77,2,0,1.74,1.8,5.47,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
4.45,1.58,5.36,3.12,5.09,4,0,4.15,9.46,10,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound
4.95,6.04,0,6.15,9,0,8.62,2,7,3.26,Alphabets Digits Objects Sound Actions
7,1.87,6.79,3.91,0,0,0.14,5.32,2,1, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
1.86,0,0,0.12,2.34,2,1,1.32,5.17,2.48,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
7.76,0,7,1.93,4.98,0,7.52,2.14,0,1.35, Colors Arithmetic Shapes Objects Sound Communication Actions
8,1,0,3.96,1.14,3.16,6,2,5,7.64, Colors Digits Arithmetic Shapes Objects Sound Communication
2.85,5.88,0,3.8,3.88,7.75,4.33,1,6,6.79,Alphabets Colors Digits Arithmetic Shapes Emotions Sound
5,7.24,6,1.6,3.61,4.68,1.44,3,10,0,Alphabets Arithmetic Shapes Objects Emotions Sound Actions
7.38,6,0,8.56,7.25,3.26,7.51,1.01,7.21,2.63, Digits Objects Sound Actions
